Compound,Date,Negative,Neutral,Positive,Source,Tweet,Tweets Ago
-0.1027,Tue Mar 20 17:32:06 +0000 2018,0.909,0.091,0.0,@nytimes,Their pay has stood still. Now Oklahoma teachers could be the next to walk. https://t.co/vCjft7hP9f,12
-0.5267,Tue Mar 20 17:22:07 +0000 2018,0.861,0.139,0.0,@nytimes,An NYC agency has documented every instance it believes it has caught an police officer lying. But of the 81 cases… https://t.co/DsQTOBOveR,13
0.4939,Tue Mar 20 17:06:41 +0000 2018,0.842,0.0,0.158,@nytimes,"Breaking News: President Trump called Vladimir Putin to congratulate him for his re-election victory, days after th… https://t.co/OlTzbOBXZ6",14
0.101,Tue Mar 20 17:02:05 +0000 2018,0.792,0.097,0.111,@nytimes,"RT @jeligon: “One of the most popular liberal post-racial ideas is the idea that the fundamental problem is class and not race, and clearly…",15
-0.34,Tue Mar 20 16:55:48 +0000 2018,0.602,0.244,0.154,@nytimes,"• The shooting suspect in the Great Mills high school shooting has been confirmed dead.
• Two students were injured… https://t.co/pvsZWuCHWZ",16
0.0,Tue Mar 20 16:52:05 +0000 2018,1.0,0.0,0.0,@nytimes,Mississippi's governor is expected to pick the state's agricultural commissioner — who would be the first woman to… https://t.co/w8trN1KI4m,17
0.0,Tue Mar 20 16:42:04 +0000 2018,1.0,0.0,0.0,@nytimes,"Next month, the U.S. economic recovery will become the second-longest on record. Here's how it might end. https://t.co/2mLbMtzQCy",18
0.3612,Tue Mar 20 16:32:05 +0000 2018,0.783,0.0,0.217,@nytimes,Are you ready to quit Facebook? (From March 2017) https://t.co/AJ0vqx0nui,19
-0.1531,Tue Mar 20 16:22:24 +0000 2018,0.846,0.088,0.065,@nytimes,"Larry Kwong, the NHL's first player of Asian descent, has died at 94. He played only one game in 1948, but that was… https://t.co/h5RRO4pGmH",20
0.0,Tue Mar 20 16:12:05 +0000 2018,1.0,0.0,0.0,@nytimes,"Canada's outdoor rinks are melting. And with them, so is a way of life. https://t.co/lilvF3C3kS",21
-0.2732,Tue Mar 20 16:02:04 +0000 2018,0.916,0.084,0.0,@nytimes,RT @nytlizrobbins: Is he New York state's Joe Arpaio? A lone New York sheriff signs up to aid immigration crackdown. He says it's for publi…,22
0.296,Tue Mar 20 15:52:08 +0000 2018,0.721,0.113,0.167,@nytimes,"La Borinqueña, a Puerto Rican heroine, will be fighting alongside Wonder Woman, Batman, Superman and other DC Comic… https://t.co/gXwfwlBS3T",23
-0.5106,Tue Mar 20 15:42:03 +0000 2018,0.864,0.136,0.0,@nytimes,"RT @nytpolitics: Ben Carson told a House committee he failed to adhere to a federal spending cap for the purchase of a $31,000 mahogany din…",24
0.0,Tue Mar 20 15:38:33 +0000 2018,1.0,0.0,0.0,@nytimes,"Ben Carson said the purchase of a $31,000 dining room set for his office wasn't about decoration. It was about safe… https://t.co/ZLE7c2NQuY",25
-0.5574,Tue Mar 20 15:32:04 +0000 2018,0.847,0.153,0.0,@nytimes,"Andrew McCabe, the former FBI deputy director, was fired late Friday night — on the eve of his retirement. Here’s w… https://t.co/g8NhNgTWtL",26
-0.5574,Tue Mar 20 15:22:05 +0000 2018,0.825,0.175,0.0,@nytimes,The last male northern white rhino in the world has died. Just 2 northern white rhinos now remain. https://t.co/iGPYGlACEH,27
0.0,Tue Mar 20 15:19:35 +0000 2018,1.0,0.0,0.0,@nytimes,"Meet Nemo and Mickey, the beagles who hunt bedbugs for NYC's Department of Housing Preservation and Development… https://t.co/6pDggDt2Im",28
-0.5574,Tue Mar 20 15:12:05 +0000 2018,0.854,0.146,0.0,@nytimes,"""I didn't even know what tuberculosis was,"" one woman said. ""Then my mother died and because nobody in my family ha… https://t.co/H5y5h3iA74",29
-0.0516,Tue Mar 20 15:02:04 +0000 2018,0.663,0.173,0.163,@nytimes,The Federal Trade Commission is investigating whether Facebook violated an agreement on data privacy https://t.co/WTUVDrck2a,30
0.5994,Tue Mar 20 15:02:04 +0000 2018,0.786,0.0,0.214,@nytimes,RT @UpshotNYT: What recent special elections can and can't tell us about prospects for Democrats in the 2018 midterms. https://t.co/IvyvHVo…,31
0.3612,Tue Mar 20 14:52:05 +0000 2018,0.884,0.0,0.116,@nytimes,"New York is getting ready for yet another major snowstorm, just in time for the first day of spring https://t.co/zaiixeU3IV",32
0.34,Tue Mar 20 14:42:03 +0000 2018,0.893,0.0,0.107,@nytimes,"RT @NYTSports: “This is the real March Madness.” 32 teams, seven days and one shared hotel. It's the @NAIA tournament. https://t.co/jmeABGb…",33
-0.4767,Tue Mar 20 14:40:08 +0000 2018,0.853,0.147,0.0,@nytimes,"Your daily @DealBook Briefing: 

• Facebook had a terrible day.

• So did Uber.

• Leaders at the G-20 summit are s… https://t.co/pA9s2WtIhM",34
0.34,Tue Mar 20 14:33:17 +0000 2018,0.595,0.161,0.244,@nytimes,"3 people were injured in a high school shooting in Great Mills, Maryland https://t.co/KhSQHiGmvW",35
-0.2732,Tue Mar 20 14:32:06 +0000 2018,0.884,0.116,0.0,@nytimes,Nigerian officials had been warned that Boko Haram militants were approaching before 110 schoolgirls were kidnapped… https://t.co/3EzNLJixMI,36
0.0,Tue Mar 20 14:22:02 +0000 2018,1.0,0.0,0.0,@nytimes,Facebook’s open platform for apps helped it grow. But it has become a privacy nightmare. https://t.co/00Y2uFFUH3,37
0.0,Tue Mar 20 14:10:31 +0000 2018,1.0,0.0,0.0,@nytimes,"In Opinion 

The Editorial Board writes: Lawmakers and regulators need to force Facebook to quickly identify and al… https://t.co/Tyw2AIc5K2",38
0.0,Tue Mar 20 14:00:28 +0000 2018,1.0,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/SWJ1ymff77 https://t.co/DSPkK8sSdL,39
-0.4939,Tue Mar 20 13:46:07 +0000 2018,0.849,0.151,0.0,@nytimes,Experts fear that Venezuela is teetering on the brink of a tuberculosis epidemic that could spill over its borders… https://t.co/zqYZEWeISP,40
0.0,Tue Mar 20 13:30:06 +0000 2018,1.0,0.0,0.0,@nytimes,What we know about the bombings and explosions in Austin and San Antonio https://t.co/TOvCv2aqTe https://t.co/n7sDDSlH8j,41
0.0,Tue Mar 20 13:17:05 +0000 2018,1.0,0.0,0.0,@nytimes,A package that exploded at a FedEx center near San Antonio was addressed to Austin and was believed to be connected… https://t.co/Vzaq1ejguz,42
-0.7269,Tue Mar 20 13:00:11 +0000 2018,0.757,0.243,0.0,@nytimes,"""When I deployed to Iraq in 2003, there was no war. We had to start it,"" a former Marine Corps tanker writes https://t.co/RYFCbhplRc",43
-0.2263,Tue Mar 20 12:45:04 +0000 2018,0.81,0.113,0.077,@nytimes,The Uber car was in autonomous mode with a human safety driver at the wheel but carrying no passengers when it stru… https://t.co/I5FryTdFCz,44
0.0,Tue Mar 20 12:28:03 +0000 2018,1.0,0.0,0.0,@nytimes,"Education Secretary Betsy DeVos has clashed with staff members over a reorganization plan, which they say she tried… https://t.co/SlIjmhturB",45
0.0,Tue Mar 20 12:15:08 +0000 2018,1.0,0.0,0.0,@nytimes,"Andrew Cuomo directed the state attorney general to review how the Manhattan district attorney, Cyrus Vance, handle… https://t.co/BHP29AUBm9",46
0.0,Tue Mar 20 12:00:06 +0000 2018,1.0,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/dUPBGiOjj1 https://t.co/vkuvAEbjDz,47
0.25,Tue Mar 20 11:50:08 +0000 2018,0.889,0.0,0.111,@nytimes,"In Opinion

Op-Ed columnist @michelleinbklyn writes: ""If the Trump campaign had a social media advantage, one reaso… https://t.co/uza16auFHK",48
0.1451,Tue Mar 20 11:39:04 +0000 2018,0.765,0.105,0.13,@nytimes,"""Thanks to Britain, they've ensured a level of turnout we weren't hoping to achieve by ourselves."" Russia has credi… https://t.co/6vZ9ZGFnhB",49
0.5809,Tue Mar 20 11:30:07 +0000 2018,0.701,0.072,0.227,@nytimes,"""The company regrets that it cannot undo the damage Harvey Weinstein caused, but hopes that today's events will mar… https://t.co/RAclA0ufYj",50
0.4754,Tue Mar 20 11:20:08 +0000 2018,0.808,0.0,0.192,@nytimes,A look at how the most powerful man in Russia is staying that way https://t.co/FfeEbyu00E,51
0.296,Tue Mar 20 11:11:05 +0000 2018,0.879,0.0,0.121,@nytimes,"Steven Mnuchin: ""The objective is not to put tariffs on everybody but to solve the issue"" https://t.co/VErv4gPvSS",52
0.3818,Tue Mar 20 11:00:04 +0000 2018,0.885,0.0,0.115,@nytimes,"President Trump has weighed aloud in recent days to close associates whether to dismiss his lawyer Ty Cobb, who had… https://t.co/Ca6ekto0ZX",53
0.4215,Tue Mar 20 10:44:03 +0000 2018,0.877,0.0,0.123,@nytimes,"In Opinion 

Op-Ed contributor Sinan Antoon writes: ""The invasion of Iraq is often spoken of in the United States a… https://t.co/ulyJNeBDLY",54
0.0,Tue Mar 20 10:36:06 +0000 2018,1.0,0.0,0.0,@nytimes,"Morning Briefing: Here's what you need to know to start your day 
https://t.co/OnA4rHBW9i https://t.co/BAD5GT7f8L",55
0.0,Tue Mar 20 10:14:01 +0000 2018,1.0,0.0,0.0,@nytimes,RT @nytimesworld: NGOs operate about 40 women's shelters in Afghanistan. The Afghan government is seeking to take financial control of them…,56
-0.5859,Tue Mar 20 10:00:07 +0000 2018,0.817,0.183,0.0,@nytimes,"Britain's foreign secretary said that Russia's denials of responsibility in the poisoning of a former spy were ""inc… https://t.co/yavwUc9rpH",57
0.0,Tue Mar 20 09:45:09 +0000 2018,1.0,0.0,0.0,@nytimes,"At a conference on whale biology in 1971, a female attendee was photographed but not identified. Last week, a team… https://t.co/lvcWO61ksG",58
-0.4939,Tue Mar 20 09:30:14 +0000 2018,0.856,0.144,0.0,@nytimes,"The Weinstein Company said it released anyone ""who suffered or witnessed any form of sexual misconduct by Harvey We… https://t.co/nHS3fvgzBX",59
0.2732,Tue Mar 20 09:15:06 +0000 2018,0.851,0.0,0.149,@nytimes,British and EU negotiators agreed on the terms of a 21-month Brexit transition https://t.co/VMU82Vx0X2,60
0.0,Tue Mar 20 09:00:18 +0000 2018,1.0,0.0,0.0,@nytimes,A Facebook executive who urged transparency on Russian disinformation is said to be leaving after clashing with oth… https://t.co/YIe5Pp6zb7,61
0.2023,Tue Mar 20 08:45:06 +0000 2018,0.795,0.0,0.205,@nytimes,5 important takeaways from China's National People's Congress https://t.co/ktm54IYt4R,62
0.0,Tue Mar 20 08:30:12 +0000 2018,1.0,0.0,0.0,@nytimes,Videos appear to show individuals casting multiple ballots during Russia's election  https://t.co/CHuJr7GdJ5,63
0.4939,Tue Mar 20 08:15:04 +0000 2018,0.792,0.0,0.208,@nytimes,Britain's government has raised the possibility that it might consider seizing the assets of wealthy Russians like… https://t.co/eoMrHLRvCZ,64
-0.5994,Tue Mar 20 08:02:02 +0000 2018,0.795,0.205,0.0,@nytimes,"A U.S. soldier in Niger warned that his unit was ill equipped for a raid on a militant. They were sent anyway, and… https://t.co/c4JMwYfTZf",65
-0.4215,Tue Mar 20 07:47:03 +0000 2018,0.882,0.118,0.0,@nytimes,RT @nytimesworld: The kidnapping of 110 girls by Boko Haram has left anguished parents asking how such a kidnapping could happen again http…,66
0.0,Tue Mar 20 07:32:03 +0000 2018,1.0,0.0,0.0,@nytimes,"“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/yArOs3bQmM",67
0.5574,Tue Mar 20 07:17:04 +0000 2018,0.787,0.0,0.213,@nytimes,"RT @ScottShaneNYT: Covering Facebook is a bit like covering the government now, in scale and significance. And @nicoleperlroth @sheeraf can…",68
0.6124,Tue Mar 20 07:07:42 +0000 2018,0.615,0.0,0.385,@nytimes,How to Enjoy Fine Dining on a Fast Food Budget https://t.co/Zvv75ozqhq,69
0.0,Tue Mar 20 07:02:05 +0000 2018,1.0,0.0,0.0,@nytimes,"The Australian comic Hannah Gadsby calls out Louis C.K., Harvey Weinstein and Bill Clinton, but her real target is… https://t.co/VlFMTsQZti",70
0.0,Tue Mar 20 06:33:04 +0000 2018,1.0,0.0,0.0,@nytimes,RT @nytimesworld: President Bashar al-Assad of Syria took a tour of the eastern Ghouta suburb of Damascus after a government military offen…,71
-0.4404,Tue Mar 20 06:18:45 +0000 2018,0.756,0.244,0.0,@nytimes,Can Wikipedia bear the burden of fact-checking YouTube videos? https://t.co/6vZsPdX5z0,72
0.4404,Tue Mar 20 06:02:03 +0000 2018,0.818,0.0,0.182,@nytimes,The shopping gems in Belfast's lively city center are the independently owned establishments https://t.co/AwXscJyNqA,73
0.4588,Tue Mar 20 05:32:05 +0000 2018,0.705,0.099,0.196,@nytimes,"RT @UpshotNYT: New research shows that even black boys who grow up wealthy are more likely to wind up poor than to stay rich.
https://t.co/…",74
-0.1027,Tue Mar 20 05:02:04 +0000 2018,0.755,0.132,0.113,@nytimes,"Facebook’s chief information security officer, Alex Stamos, is said to have had internal disagreements over how the… https://t.co/bxcrB2UI4o",75
0.0,Tue Mar 20 04:47:04 +0000 2018,1.0,0.0,0.0,@nytimes,RT @kimseverson: Stuffed ham is a dying art. Or maybe not. Come read about my journey to the land of stuffed ham and decide. https://t.co/9…,76
0.0,Tue Mar 20 04:32:06 +0000 2018,1.0,0.0,0.0,@nytimes,Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightmare. https://t.co/HUEJOTDUCF,77
0.4215,Tue Mar 20 04:17:05 +0000 2018,0.882,0.0,0.118,@nytimes,RT @marclacey: Can you believe it’s been six months since Harvey flooded Houston? Here’s a powerful look by @nytvideo at one neighborhood t…,78
-0.5106,Tue Mar 20 04:02:02 +0000 2018,0.788,0.212,0.0,@nytimes,"As President Trump openly discussed firing one of his lawyers, another considered resigning and a third — who pushe… https://t.co/t6nEelnV6l",79
-0.5994,Tue Mar 20 03:47:01 +0000 2018,0.776,0.224,0.0,@nytimes,Mississippi has imposed a ban on abortions after 15 weeks. The state's only abortion clinic immediately sued to blo… https://t.co/KqLmc4NspZ,80
0.0,Tue Mar 20 03:32:03 +0000 2018,1.0,0.0,0.0,@nytimes,RT @kevinroose: New by me: Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightm…,81
0.2023,Tue Mar 20 03:17:06 +0000 2018,0.583,0.175,0.242,@nytimes,4 easy ways to cut down your sugar intake https://t.co/rRf9xm6WHS,82
-0.34,Tue Mar 20 03:02:05 +0000 2018,0.902,0.098,0.0,@nytimes,RT @nytmike: Dowd wants to quit. Trump’s talking about firing Cobb. Another lawyer — who says FBI made up evidence against Trump — was hire…,83
-0.2023,Tue Mar 20 02:47:07 +0000 2018,0.913,0.087,0.0,@nytimes,"The brother of Nikolas Cruz was charged with trespassing at Marjory Stoneman Douglas High School on Monday, the aut… https://t.co/h0o2gTJ7HO",84
0.0,Tue Mar 20 02:32:04 +0000 2018,1.0,0.0,0.0,@nytimes,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/t87b7WJjZH",85
0.0,Tue Mar 20 02:17:06 +0000 2018,1.0,0.0,0.0,@nytimes,"Claire’s, the teen jewelry chain known for its ear-piercing services, filed for Chapter 11 bankruptcy protection https://t.co/mn4hvSQjkf",86
-0.6369,Tue Mar 20 02:02:02 +0000 2018,0.512,0.346,0.142,@nytimes,The Supreme Court rejected an emergency request from Pennsylvania Republicans to block new congressional voting dis… https://t.co/DeLYEPkfdu,87
0.128,Tue Mar 20 01:47:04 +0000 2018,0.83,0.076,0.094,@nytimes,RT @sheeraf: To be clear: We spoke to seven current and former Facebook employees for this story on how internal disputes over FB's role in…,88
-0.5994,Tue Mar 20 01:32:03 +0000 2018,0.795,0.205,0.0,@nytimes,"A U.S. soldier in Niger warned that his unit was ill equipped for a raid on a militant. They were sent anyway, and… https://t.co/0U7C8aSiyP",89
0.0,Tue Mar 20 01:17:03 +0000 2018,1.0,0.0,0.0,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/HYYSMwnO4R,90
0.2732,Tue Mar 20 01:00:19 +0000 2018,0.896,0.0,0.104,@nytimes,"After we published an article on tipping and the power imbalance it creates between customers and servers, readers… https://t.co/LJx3uSo2dF",91
-0.296,Tue Mar 20 00:48:11 +0000 2018,0.781,0.152,0.066,@nytimes,"RT @sheeraf: Full story now up. Alex Stamos is the first Facebook executive to leave the company, amid growing internal tensions over disin…",92
0.0,Tue Mar 20 00:32:02 +0000 2018,1.0,0.0,0.0,@nytimes,"At a conference on whale biology in 1971, a female attendee was photographed but not identified. Last week, a team… https://t.co/BfdgD7NSnJ",93
0.0,Tue Mar 20 00:17:03 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @nytopinion: Despite Facebook’s claims, everyone involved in the Cambridge Analytica data-siphoning incident did not give his or her “co…",94
0.0,Tue Mar 20 00:02:05 +0000 2018,1.0,0.0,0.0,@nytimes,Mary Outerbridge set up a tennis court in Staten Island in her 20s. It may have been the first in the U.S. https://t.co/MrVl8V3Mll,95
-0.8271,Mon Mar 19 23:32:03 +0000 2018,0.697,0.303,0.0,@nytimes,New York City’s subway hit a new low in January: Just 58.1% of weekday trains arrived on time. The MTA blamed bad w… https://t.co/AjE2LhnBWu,96
-0.539,Mon Mar 19 23:17:05 +0000 2018,0.498,0.302,0.2,@nytimes,"RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…",97
0.0,Mon Mar 19 23:02:04 +0000 2018,1.0,0.0,0.0,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/tQvejB0Xpm,98
-0.1027,Mon Mar 19 22:44:07 +0000 2018,0.766,0.126,0.108,@nytimes,RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…,99
-0.4215,Mon Mar 19 22:34:00 +0000 2018,0.872,0.128,0.0,@nytimes,Alex Stamos is said to be leaving Facebook after internal disagreements over how the social network should deal wit… https://t.co/2tbsL4WojM,100
